5.32	
3.82	
2.55	
1.55	
0.87	
0.53	
0.56	
0.94	
1.67	
2.71	
4.02
7.07	
5.73	
4.66	
3.89	
3.46	
3.39	
3.68	
4.31	
5.27	
6.51	
7.99
8.87	
7.72	
6.87	
6.35	
6.18	
6.37	
6.92	
7.79	
8.96	
10.38	
11.99
10.69	
9.75	
9.14	
8.87	
8.97	
9.42	
10.21	
11.31	
12.66	
14.23	
15.93
12.47	
11.76	
11.41	
11.41	
11.76	
12.47	
13.49	
14.78	
16.29	
17.96	
19.73
14.18	
13.73	
13.63	
13.90	
14.51	
15.45	
16.67	
18.13	
19.77	
21.51	
23.30
15.79	
15.59	
15.76	
16.28	
17.14	
18.29	
19.69	
21.29	
23.01	
24.79	
26.56
17.25	
17.32	
17.75	
18.52	
19.60	
20.94	
22.49	
24.18	
25.96	
27.73	
29.44
18.54	
18.88	
19.56	
20.55	
21.83	
23.33	
24.99	
26.75	
28.53	
30.27	
31.88
19.63	
20.22	
21.14	
22.34	
23.79	
25.41	
27.15	
28.94	
30.69	
32.35	
33.83
20.49	
21.32	
22.46	
23.84	
25.43	
27.14	
28.92	
30.69	
32.38	
33.92	
35.24
